3.299999999999999822e+00,1.544999999999999929e+01,2.000000000000000000e+00
3.899999999999999911e+00,2.185000000000000142e+01,2.000000000000000000e+00
4.599999999999999645e+00,1.825000000000000000e+01,2.000000000000000000e+00
5.200000000000000178e+00,2.339999999999999858e+01,2.000000000000000000e+00
7.049999999999999822e+00,1.989999999999999858e+01,2.000000000000000000e+00
9.750000000000000000e+00,2.550000000000000000e+01,2.000000000000000000e+00
1.165000000000000036e+01,2.685000000000000142e+01,2.000000000000000000e+00
1.275000000000000000e+01,2.205000000000000071e+01,2.000000000000000000e+00
1.405000000000000071e+01,2.655000000000000071e+01,2.000000000000000000e+00
1.415000000000000036e+01,1.735000000000000142e+01,2.000000000000000000e+00
1.419999999999999929e+01,2.214999999999999858e+01,2.000000000000000000e+00
1.519999999999999929e+01,1.169999999999999929e+01,1.000000000000000000e+00
1.594999999999999929e+01,1.644999999999999929e+01,2.000000000000000000e+00
1.605000000000000071e+01,1.190000000000000036e+01,1.000000000000000000e+00
1.650000000000000000e+01,1.515000000000000036e+01,1.000000000000000000e+00
1.694999999999999929e+01,9.699999999999999289e+00,1.000000000000000000e+00
1.710000000000000142e+01,1.400000000000000000e+01,1.000000000000000000e+00
1.725000000000000000e+01,1.315000000000000036e+01,1.000000000000000000e+00
1.730000000000000071e+01,1.490000000000000036e+01,1.000000000000000000e+00
1.755000000000000071e+01,8.099999999999999645e+00,1.000000000000000000e+00
1.755000000000000071e+01,2.519999999999999929e+01,2.000000000000000000e+00
1.805000000000000071e+01,1.190000000000000036e+01,1.000000000000000000e+00
1.825000000000000000e+01,2.019999999999999929e+01,2.000000000000000000e+00
1.839999999999999858e+01,1.005000000000000071e+01,1.000000000000000000e+00
1.864999999999999858e+01,6.900000000000000355e+00,1.000000000000000000e+00
1.905000000000000071e+01,8.849999999999999645e+00,1.000000000000000000e+00
1.994999999999999929e+01,8.300000000000000711e+00,1.000000000000000000e+00
2.010000000000000142e+01,2.160000000000000142e+01,2.000000000000000000e+00
2.044999999999999929e+01,5.150000000000000355e+00,1.000000000000000000e+00
2.094999999999999929e+01,1.825000000000000000e+01,2.000000000000000000e+00
2.130000000000000071e+01,2.230000000000000071e+01,2.000000000000000000e+00
2.139999999999999858e+01,8.800000000000000711e+00,1.000000000000000000e+00
2.139999999999999858e+01,2.585000000000000142e+01,2.000000000000000000e+00
2.185000000000000142e+01,8.500000000000000000e+00,1.000000000000000000e+00
2.214999999999999858e+01,5.049999999999999822e+00,1.000000000000000000e+00
2.239999999999999858e+01,1.650000000000000000e+01,1.000000000000000000e+00
2.260000000000000142e+01,6.700000000000000178e+00,1.000000000000000000e+00
2.294999999999999929e+01,4.750000000000000000e+00,1.000000000000000000e+00
2.319999999999999929e+01,5.299999999999999822e+00,1.000000000000000000e+00
2.344999999999999929e+01,3.600000000000000089e+00,1.000000000000000000e+00
2.455000000000000071e+01,4.000000000000000000e+00,1.000000000000000000e+00
2.514999999999999858e+01,1.980000000000000071e+01,2.000000000000000000e+00
2.519999999999999929e+01,6.549999999999999822e+00,1.000000000000000000e+00
2.560000000000000142e+01,3.899999999999999911e+00,1.000000000000000000e+00
2.660000000000000142e+01,4.900000000000000355e+00,1.000000000000000000e+00
2.685000000000000142e+01,2.950000000000000178e+00,1.000000000000000000e+00
2.714999999999999858e+01,5.950000000000000178e+00,1.000000000000000000e+00
2.764999999999999858e+01,1.565000000000000036e+01,1.000000000000000000e+00
2.880000000000000071e+01,4.049999999999999822e+00,1.000000000000000000e+00
2.914999999999999858e+01,4.400000000000000355e+00,1.000000000000000000e+00
2.944999999999999929e+01,4.049999999999999822e+00,1.000000000000000000e+00
3.000000000000000000e+01,6.549999999999999822e+00,1.000000000000000000e+00
3.064999999999999858e+01,5.849999999999999645e+00,1.000000000000000000e+00
3.075000000000000000e+01,4.450000000000000178e+00,1.000000000000000000e+00
3.235000000000000142e+01,6.099999999999999645e+00,1.000000000000000000e+00
3.250000000000000000e+01,7.950000000000000178e+00,1.000000000000000000e+00
3.270000000000000284e+01,4.599999999999999645e+00,1.000000000000000000e+00
3.335000000000000142e+01,5.650000000000000355e+00,1.000000000000000000e+00
3.464999999999999858e+01,6.250000000000000000e+00,1.000000000000000000e+00
3.470000000000000284e+01,7.200000000000000178e+00,1.000000000000000000e+00
3.550000000000000000e+01,8.050000000000000711e+00,1.000000000000000000e+00
3.575000000000000000e+01,1.000000000000000000e+01,1.000000000000000000e+00
3.595000000000000284e+01,7.900000000000000355e+00,1.000000000000000000e+00
3.639999999999999858e+01,1.015000000000000036e+01,1.000000000000000000e+00
3.679999999999999716e+01,1.219999999999999929e+01,1.000000000000000000e+00
3.785000000000000142e+01,1.450000000000000000e+01,1.000000000000000000e+00
3.829999999999999716e+01,1.650000000000000000e+01,1.000000000000000000e+00
3.835000000000000142e+01,1.050000000000000000e+01,1.000000000000000000e+00
3.860000000000000142e+01,1.175000000000000000e+01,1.000000000000000000e+00
3.929999999999999716e+01,1.419999999999999929e+01,1.000000000000000000e+00
3.954999999999999716e+01,1.230000000000000071e+01,1.000000000000000000e+00
3.989999999999999858e+01,1.705000000000000071e+01,1.000000000000000000e+00
4.045000000000000284e+01,1.630000000000000071e+01,1.000000000000000000e+00
4.054999999999999716e+01,1.315000000000000036e+01,1.000000000000000000e+00
4.129999999999999716e+01,1.530000000000000071e+01,1.000000000000000000e+00
